Country,Flow,Commodity,Value
Spain,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",5249028575
Spain,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",5590283880
Spain,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",600873911.7
Spain,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",768148591.1
Spain,Import,Silk,14409862.69
Spain,Export,Silk,5316468.322
Spain,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",119421897.2
Spain,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",116387192.1
Spain,Import,Cotton,460395319.5
Spain,Export,Cotton,588316340.5
Spain,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,119246891
Spain,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,108987747.8
Spain,Import,Man-made filaments; strip and the like of man-made textile materials,944224996.5
Spain,Export,Man-made filaments; strip and the like of man-made textile materials,863291789.6
Spain,Import,Man-made staple fibres,939156707.3
Spain,Export,Man-made staple fibres,773894362.6
Spain,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",577488615
Spain,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",691966300.8
Spain,Import,Carpets and other textile floor coverings,271348364.9
Spain,Export,Carpets and other textile floor coverings,147190360.8
Spain,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",161746440.5
Spain,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",189941603.5
Spain,Import,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",391004622.6
Spain,Export,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",351412303.5
Spain,Import,Fabrics; knitted or crocheted,235586097.3
Spain,Export,Fabrics; knitted or crocheted,442004691.4
Spain,Import,Apparel and clothing accessories; knitted or crocheted,10754981860
Spain,Export,Apparel and clothing accessories; knitted or crocheted,6981892658
Spain,Import,Apparel and clothing accessories; not knitted or crocheted,11574477910
Spain,Export,Apparel and clothing accessories; not knitted or crocheted,8739017434
Spain,Import,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1670068784
Spain,Export,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",894555009.9
Spain,Import,Footwear; gaiters and the like; parts of such articles,4904230769
Spain,Export,Footwear; gaiters and the like; parts of such articles,3448908633
Spain,Import,Headgear and parts thereof,378072772.7
Spain,Export,Headgear and parts thereof,197096860.5
Spain,Import,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",134222828.5
Spain,Export,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",42729903.75
Spain,Import,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",112812753.6
Spain,Export,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",30656356.89
Spain,Import,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",929195784.3
Spain,Export,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",2657045823
Spain,Import,Ceramic products,877355875.7
Spain,Export,Ceramic products,5575808606
Spain,Import,Glass and glassware,2373416973
Spain,Export,Glass and glassware,1834318899
Spain,Import,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",3702868659
Spain,Export,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",4249078130
Spain,Import,Iron and steel,14362173622
Spain,Export,Iron and steel,11220790384
Spain,Import,Iron or steel articles,6300361672
Spain,Export,Iron or steel articles,10149899143
Spain,Import,Copper and articles thereof,3324635254
Spain,Export,Copper and articles thereof,4110182848
Spain,Import,Nickel and articles thereof,535194313.8
Spain,Export,Nickel and articles thereof,70623697.01
Spain,Import,Aluminium and articles thereof,6271432642
Spain,Export,Aluminium and articles thereof,6290944088
Spain,Import,Lead and articles thereof,281776682.6
Spain,Export,Lead and articles thereof,62308695.51
Spain,Import,Zinc and articles thereof,179101248.6
Spain,Export,Zinc and articles thereof,1324979395
Spain,Import,Tin; articles thereof,268915148.1
Spain,Export,Tin; articles thereof,162629044.3
Spain,Import,"Metals; n.e.c., cermets and articles thereof",297084531
Spain,Export,"Metals; n.e.c., cermets and articles thereof",88895865.58
Spain,Import,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1335884670
Spain,Export,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",869502646.9
Spain,Import,Metal; miscellaneous products of base metal,1861520856
Spain,Export,Metal; miscellaneous products of base metal,1893068701
Spain,Import,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",38098301871
Spain,Export,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",26136499247
Spain,Import,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",39556248522
Spain,Export,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",19984373206
Spain,Import,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1176859589
Spain,Export,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1461461106
Spain,Import,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41716126536
Spain,Export,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52269706830
Spain,Import,"Aircraft, spacecraft, and parts thereof",4718486187
Spain,Export,"Aircraft, spacecraft, and parts thereof",5401039541
Spain,Import,"Ships, boats and floating structures",607157371.4
Spain,Export,"Ships, boats and floating structures",2053634098
Spain,Import,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",10210065052
Spain,Export,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",3836255847
Spain,Import,Clocks and watches and parts thereof,847146857.2
Spain,Export,Clocks and watches and parts thereof,419503012.3
Spain,Import,Musical instruments; parts and accessories of such articles,167469104.3
Spain,Export,Musical instruments; parts and accessories of such articles,60802888.9
Spain,Import,Arms and ammunition; parts and accessories thereof,235752285
Spain,Export,Arms and ammunition; parts and accessories thereof,578161626.4
Spain,Import,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",5522200313
Spain,Export,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",4245084017
Spain,Import,"Toys, games and sports requisites; parts and accessories thereof",3744337531
Spain,Export,"Toys, games and sports requisites; parts and accessories thereof",2194774351
Spain,Import,Miscellaneous manufactured articles,1292048473
Spain,Export,Miscellaneous manufactured articles,1035454052
Spain,Import,Works of art; collectors' pieces and antiques,125593212.5
Spain,Export,Works of art; collectors' pieces and antiques,163335939.2
Spain,Import,Commodities not specified according to kind,19687679720
Spain,Export,Commodities not specified according to kind,25967308166
Suriname,Import,Animals; live,605100.09
Suriname,Export,Animals; live,2188511.29
Sweden,Import,Animals; live,33260098.07
Sweden,Export,Animals; live,29297273.97
Switzerland,Import,Animals; live,129926837.2
Switzerland,Export,Animals; live,21097891.88
Togo,Import,Animals; live,414683.06
Togo,Export,Animals; live,1983.134
Suriname,Import,Meat and edible meat offal,20503238.46
Suriname,Export,Meat and edible meat offal,2888266.37
Sweden,Import,Meat and edible meat offal,1179236040
Sweden,Export,Meat and edible meat offal,186389866
Switzerland,Import,Meat and edible meat offal,762242439.4
Switzerland,Export,Meat and edible meat offal,94885362.88
Togo,Import,Meat and edible meat offal,14255353.23
Togo,Export,Meat and edible meat offal,144259.06
Suriname,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",2501165.45
Suriname,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",32560987.26
Sweden,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",5735023144
Sweden,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",5158901921
Switzerland,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",684961437.2
Switzerland,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",4765583.722
Togo,Import,"Fish and crustaceans, molluscs and other aquatic invertebrates",38884943.67
Togo,Export,"Fish and crustaceans, molluscs and other aquatic invertebrates",3847.632
Suriname,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",17881468.93
Suriname,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",101703.72
Sweden,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1245689696
Sweden,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",595157727.9
Switzerland,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",799341500.3
Switzerland,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",816521177.9
Togo,Import,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",33079299.61
Togo,Export,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",30167136.05
Suriname,Import,Animal originated products; not elsewhere specified or included,150899.12
Suriname,Export,Animal originated products; not elsewhere specified or included,204077.95
Sweden,Import,Animal originated products; not elsewhere specified or included,37153020.8
Sweden,Export,Animal originated products; not elsewhere specified or included,35381856.64
Switzerland,Import,Animal originated products; not elsewhere specified or included,95322235.3
Switzerland,Export,Animal originated products; not elsewhere specified or included,54764001.38
Togo,Export,Animal originated products; not elsewhere specified or included,801.59
Suriname,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",704400.02
Suriname,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",44763.08
Sweden,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",319896234.4
Sweden,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",8047061.042
Switzerland,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",656525411.8
Switzerland,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",10156836.01
Togo,Import,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",5618.489
Togo,Export,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",31165.343
Suriname,Import,Vegetables and certain roots and tubers; edible,12261798.21
Suriname,Export,Vegetables and certain roots and tubers; edible,624815.64
Sweden,Import,Vegetables and certain roots and tubers; edible,778319970
Sweden,Export,Vegetables and certain roots and tubers; edible,103762694.6
Switzerland,Import,Vegetables and certain roots and tubers; edible,794722564.6
Switzerland,Export,Vegetables and certain roots and tubers; edible,7920331.331
Togo,Import,Vegetables and certain roots and tubers; edible,2908113.653
Togo,Export,Vegetables and certain roots and tubers; edible,772970.499
Suriname,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",3304193.6
Suriname,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",1146203.18
Sweden,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",1049825674
Sweden,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",140447267.5
Switzerland,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",1433785581
Switzerland,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",12014798.61
Togo,Import,"Fruit and nuts, edible; peel of citrus fruit or melons",1112225.122
Togo,Export,"Fruit and nuts, edible; peel of citrus fruit or melons",3141448.996
Suriname,Import,"Coffee, tea, mate and spices",3844054.91
Suriname,Export,"Coffee, tea, mate and spices",423028.11
Sweden,Import,"Coffee, tea, mate and spices",790624192.3
Sweden,Export,"Coffee, tea, mate and spices",239404564.6
Switzerland,Import,"Coffee, tea, mate and spices",1421513431
Switzerland,Export,"Coffee, tea, mate and spices",3460705183
Togo,Import,"Coffee, tea, mate and spices",1545116.662
Togo,Export,"Coffee, tea, mate and spices",8840729.248
Suriname,Import,Cereals,12001237.38
Suriname,Export,Cereals,25060867.44
Sweden,Import,Cereals,187303032.9
Sweden,Export,Cereals,378742803
Switzerland,Import,Cereals,517314637.4
Switzerland,Export,Cereals,6490498.194
Togo,Import,Cereals,81039138.86
Togo,Export,Cereals,201821.55
Suriname,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",11272077.5
Suriname,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",334966.29
Sweden,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",110618367.5
Sweden,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",126679071.4
Switzerland,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",121425398.2
Switzerland,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",12254531.97
Togo,Import,"Products of the milling industry; malt, starches, inulin, wheat gluten",10304774.24
Togo,Export,"Products of the milling industry; malt, starches, inulin, wheat gluten",9557550.333
Suriname,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",3388281.15
Sweden,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",254454417.6
Sweden,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",100772063.1
Switzerland,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",402529694.4
Switzerland,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",29894493.88
Togo,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20310659.29
Togo,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",89795912.67
Suriname,Import,"Lac; gums, resins and other vegetable saps and extracts",268179.29
Suriname,Export,"Lac; gums, resins and other vegetable saps and extracts",79013.89
Sweden,Import,"Lac; gums, resins and other vegetable saps and extracts",26387122.91
Sweden,Export,"Lac; gums, resins and other vegetable saps and extracts",7400152.08
Switzerland,Import,"Lac; gums, resins and other vegetable saps and extracts",100166139.1
Switzerland,Export,"Lac; gums, resins and other vegetable saps and extracts",164051493.8
Togo,Import,"Lac; gums, resins and other vegetable saps and extracts",497944.675
Suriname,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,7403.6
Suriname,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2086.77
Sweden,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1558296.217
Sweden,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,772078.876
Switzerland,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,6655897.049
Switzerland,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,558866.467
Togo,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,14742.202
Suriname,Import,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,26200459.72
Suriname,Export,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,3144732.53
Sweden,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",1424902264
Sweden,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",843465175.6
Switzerland,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",524224593.3
Switzerland,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",112508686
Togo,Import,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,65425094.42
Togo,Export,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,60695009.36
Suriname,Import,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",10975231.96
Suriname,Export,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",248502.11
Sweden,Import,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",762230297.1
Sweden,Export,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",265597011.7
Switzerland,Import,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",429602981
Switzerland,Export,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",18529033.37
Togo,Import,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",6273926.365
Togo,Export,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",485486.254
Suriname,Import,Sugars and sugar confectionery,19212618.54
Suriname,Export,Sugars and sugar confectionery,383163.89
Sweden,Import,Sugars and sugar confectionery,391799824.4
Sweden,Export,Sugars and sugar confectionery,236213325
Switzerland,Import,Sugars and sugar confectionery,316561528.5
Switzerland,Export,Sugars and sugar confectionery,193417632
Togo,Import,Sugars and sugar confectionery,53463067.04
Togo,Export,Sugars and sugar confectionery,30822294.35
Suriname,Import,Cocoa and cocoa preparations,2340334.29
Suriname,Export,Cocoa and cocoa preparations,381869.38
Sweden,Import,Cocoa and cocoa preparations,561514605.9
Sweden,Export,Cocoa and cocoa preparations,467649924.9
Switzerland,Import,Cocoa and cocoa preparations,661391782
Switzerland,Export,Cocoa and cocoa preparations,984090872.4
Togo,Import,Cocoa and cocoa preparations,1426784.885
Togo,Export,Cocoa and cocoa preparations,17845403.6
Suriname,Import,"Preparations of cereals, flour, starch or milk; pastrycooks' products",23361372.16
Suriname,Export,"Preparations of cereals, flour, starch or milk; pastrycooks' products",636846.53
Sweden,Import,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1071267597
Sweden,Export,"Preparations of cereals, flour, starch or milk; pastrycooks' products",821296061.3
Switzerland,Import,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1044003276
Switzerland,Export,"Preparations of cereals, flour, starch or milk; pastrycooks' products",788440158
Togo,Import,"Preparations of cereals, flour, starch or milk; pastrycooks' products",27678116.27
Togo,Export,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3042710.621
Suriname,Import,"Preparations of vegetables, fruit, nuts or other parts of plants",15089892.99
Suriname,Export,"Preparations of vegetables, fruit, nuts or other parts of plants",370356.53
Sweden,Import,"Preparations of vegetables, fruit, nuts or other parts of plants",842150397.2
Sweden,Export,"Preparations of vegetables, fruit, nuts or other parts of plants",174798993.6
Switzerland,Import,"Preparations of vegetables, fruit, nuts or other parts of plants",644356272.6
Switzerland,Export,"Preparations of vegetables, fruit, nuts or other parts of plants",76760795.71
Togo,Import,"Preparations of vegetables, fruit, nuts or other parts of plants",11143771.6
Togo,Export,"Preparations of vegetables, fruit, nuts or other parts of plants",6184307.027
Suriname,Import,Miscellaneous edible preparations,18039775.4
Suriname,Export,Miscellaneous edible preparations,3462231.42
Sweden,Import,Miscellaneous edible preparations,1058679814
Sweden,Export,Miscellaneous edible preparations,951601204.2
Switzerland,Import,Miscellaneous edible preparations,1005714958
Switzerland,Export,Miscellaneous edible preparations,1010442872
Togo,Import,Miscellaneous edible preparations,20379250.91
Togo,Export,Miscellaneous edible preparations,3574362.153
Suriname,Import,"Beverages, spirits and vinegar",46336056.06
Suriname,Export,"Beverages, spirits and vinegar",25435691.89
Sweden,Import,"Beverages, spirits and vinegar",2127230650
Sweden,Export,"Beverages, spirits and vinegar",1164648604
Switzerland,Import,"Beverages, spirits and vinegar",2474279537
Switzerland,Export,"Beverages, spirits and vinegar",2007488427
Togo,Import,"Beverages, spirits and vinegar",36833773.26
Togo,Export,"Beverages, spirits and vinegar",50810237.64
Suriname,Import,"Food industries, residues and wastes thereof; prepared animal fodder",15783699.47
Suriname,Export,"Food industries, residues and wastes thereof; prepared animal fodder",298578.83
Sweden,Import,"Food industries, residues and wastes thereof; prepared animal fodder",623615493.4
Sweden,Export,"Food industries, residues and wastes thereof; prepared animal fodder",338543783.2
Switzerland,Import,"Food industries, residues and wastes thereof; prepared animal fodder",770353167
Switzerland,Export,"Food industries, residues and wastes thereof; prepared animal fodder",278793129.3
Togo,Import,"Food industries, residues and wastes thereof; prepared animal fodder",1593351.486
Togo,Export,"Food industries, residues and wastes thereof; prepared animal fodder",18820329.82
Suriname,Import,Tobacco and manufactured tobacco substitutes,7979113.56
Suriname,Export,Tobacco and manufactured tobacco substitutes,38812381.85
Sweden,Import,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",314972785.6
Sweden,Export,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",545377969.6
Switzerland,Import,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",329273490.2
Switzerland,Export,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",474823695.8
Togo,Import,Tobacco and manufactured tobacco substitutes,8738105.974
Togo,Export,Tobacco and manufactured tobacco substitutes,55269.63
Suriname,Import,"Salt; sulphur; earths, stone; plastering materials, lime and cement",34910416.66
Suriname,Export,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4298513.93
Sweden,Import,"Salt; sulphur; earths, stone; plastering materials, lime and cement",541696827.2
Sweden,Export,"Salt; sulphur; earths, stone; plastering materials, lime and cement",135262504.3
Switzerland,Import,"Salt; sulphur; earths, stone; plastering materials, lime and cement",381507632.4
Switzerland,Export,"Salt; sulphur; earths, stone; plastering materials, lime and cement",64549834.01
Togo,Import,"Salt; sulphur; earths, stone; plastering materials, lime and cement",54203559.45
Togo,Export,"Salt; sulphur; earths, stone; plastering materials, lime and cement",364689920.6
Suriname,Import,"Ores, slag and ash",627898.75
Suriname,Export,"Ores, slag and ash",5460
Sweden,Import,"Ores, slag and ash",1235748971
Sweden,Export,"Ores, slag and ash",4538393232
Switzerland,Import,"Ores, slag and ash",12158695.6
Switzerland,Export,"Ores, slag and ash",25969110.5
Togo,Import,"Ores, slag and ash",1495501.158
Togo,Export,"Ores, slag and ash",45905.078
Suriname,Import,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",161570627.2
Suriname,Export,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",198641974.9
Sweden,Import,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",28317165857
Sweden,Export,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",20090137569
Switzerland,Import,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",23086106544
Switzerland,Export,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",9850954265
Togo,Import,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",405214115.1
Togo,Export,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",119615914.9
Suriname,Import,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",53203784.36
Suriname,Export,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1614329.9
Sweden,Import,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2431983599
Sweden,Export,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",527683630.2
Switzerland,Import,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",964893895.6
Switzerland,Export,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",803600410.4
Togo,Import,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",13248240.02
Togo,Export,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",3247224.593
Suriname,Import,Organic chemicals,8160353.48
Suriname,Export,Organic chemicals,161775.23
Sweden,Import,Organic chemicals,2770072381
Sweden,Export,Organic chemicals,1714693948
Switzerland,Import,Organic chemicals,9201242433
Switzerland,Export,Organic chemicals,30959995625
Togo,Import,Organic chemicals,42317988.13
Togo,Export,Organic chemicals,170563.463
Suriname,Import,Pharmaceutical products,16694703.49
Suriname,Export,Pharmaceutical products,10752.24
Sweden,Import,Pharmaceutical products,6303233055
Sweden,Export,Pharmaceutical products,13253268787
Switzerland,Import,Pharmaceutical products,48686064687
Switzerland,Export,Pharmaceutical products,98030672045
Togo,Import,Pharmaceutical products,139097530.2
Togo,Export,Pharmaceutical products,3831536.228
Suriname,Import,Fertilizers,32779301
Sweden,Import,Fertilizers,751406560
Sweden,Export,Fertilizers,362774839.5
Switzerland,Import,Fertilizers,241448583.8
Switzerland,Export,Fertilizers,18888794.16
Togo,Import,Fertilizers,84638179.28
Togo,Export,Fertilizers,9435799.332
Suriname,Import,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",7918624.11
Suriname,Export,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",805703.82
Sweden,Import,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",856290247.1
Sweden,Export,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1020680858
Switzerland,Import,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1110667624
Switzerland,Export,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1966795240
Togo,Import,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",11720427.37
Togo,Export,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",8463.888
Suriname,Import,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",7703991.65
Suriname,Export,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1364707.98
Sweden,Import,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1249246064
Sweden,Export,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",692323493.5
Switzerland,Import,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1750995101
Switzerland,Export,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",3991407214
Togo,Import,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",14341193.52
Togo,Export,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",76426043.64
Suriname,Import,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",15371143.58
Suriname,Export,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",3465257.83
