Country,Flow,Commodity,Value
Belize,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",22521355.86
Belize,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1805352.6
Brunei Darussalam,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",29790331.3
Brunei Darussalam,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",580066.324
Bulgaria,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",852594766.3
Bulgaria,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",405055264.1
Myanmar,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",272041088.2
Myanmar,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",8985317.7
Burundi,Import,"Paper and paperboard; articles of paper pulp, of paper or paperboard",19644506.27
Burundi,Export,"Paper and paperboard; articles of paper pulp, of paper or paperboard",8595.617
Albania,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",23596250.13
Albania,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4635805.148
Andorra,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",15366843.83
Andorra,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",3139121.577
Angola,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",241559934.4
Angola,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",88756.005
Azerbaijan,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",33676132.82
Azerbaijan,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1181075.05
Argentina,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",63069139.83
Argentina,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",26337969.72
Australia,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",776407695.3
Australia,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",157126383.6
Austria,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",796526629.3
Austria,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",483474279.1
Bahrain,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",19312647.97
Bahrain,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",7501630.11
Armenia,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",7035535.11
Armenia,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1174539.81
Barbados,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",6042922
Barbados,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",330557
Belgium,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",560976144.8
Belgium,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",612772147.9
Bermuda,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",64870241.42
Bermuda,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1742.76
Bolivia (Plurinational State of),Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",28905428
Bolivia (Plurinational State of),Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",274367.07
Bosnia Herzegovina,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",31752683.57
Bosnia Herzegovina,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",38692224.14
Botswana,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",10748914.11
Botswana,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",99654.23
Brazil,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",154259888
Brazil,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",107326929
Belize,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",2701608.565
Belize,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",37591.195
Brunei Darussalam,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",7219731.53
Brunei Darussalam,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",84904.229
Bulgaria,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",36769556.78
Bulgaria,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",68139320.57
Myanmar,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",8583374.55
Myanmar,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",15424.07
Burundi,Import,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",8678062.705
Burundi,Export,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",8277.737
Albania,Import,Silk,770008.22
Albania,Export,Silk,4657.149
Andorra,Import,Silk,3006.177
Angola,Import,Silk,1725975.668
Angola,Export,Silk,737.827
Azerbaijan,Import,Silk,82316.71
Azerbaijan,Export,Silk,1701775.12
Argentina,Import,Silk,182417.78
Australia,Import,Silk,5012002.581
Australia,Export,Silk,373214.444
Austria,Import,Silk,5254876.939
Austria,Export,Silk,1742302.656
Bahrain,Import,Silk,1117219.279
Bahrain,Export,Silk,531.915
Armenia,Import,Silk,23016.73
Armenia,Export,Silk,19343.93
Barbados,Import,Silk,2552.5
Belgium,Import,Silk,4065014.178
Belgium,Export,Silk,1656078.192
Bermuda,Import,Silk,74420.06
Bolivia (Plurinational State of),Import,Silk,4569
Bosnia Herzegovina,Import,Silk,280378.23
Bosnia Herzegovina,Export,Silk,95641.6
Botswana,Import,Silk,215894.368
Botswana,Export,Silk,19.999
Brazil,Import,Silk,10545016
Brazil,Export,Silk,26396718
Belize,Import,Silk,563.86
Brunei Darussalam,Import,Silk,1108997.355
Brunei Darussalam,Export,Silk,143.587
Bulgaria,Import,Silk,13068644.34
Bulgaria,Export,Silk,442354.478
Myanmar,Import,Silk,8016106.28
Myanmar,Export,Silk,6425562.68
Burundi,Import,Silk,852.404
Albania,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",7636455.72
Albania,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",13352.869
Andorra,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",36571.492
Andorra,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",220.84
Angola,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",368413.931
Angola,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",573.205
Azerbaijan,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",774184.68
Argentina,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",3878948.56
Argentina,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",149252273.3
Australia,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",57203927.36
Australia,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2259669505
Austria,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",69774170.32
Austria,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",74276607.15
Bahrain,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",379958.377
Bahrain,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",206.223
Armenia,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1086946.14
Armenia,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",132139.67
Barbados,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",4614.5
Belgium,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",58342720.86
Belgium,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",61648987.51
Bermuda,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",27723.32
Bolivia (Plurinational State of),Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",9849601
Bolivia (Plurinational State of),Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2621300.22
Bosnia Herzegovina,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",17304987.64
Bosnia Herzegovina,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",760238.64
Botswana,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",709799.905
Botswana,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1629.662
Brazil,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",8132736
Brazil,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",13022236
Belize,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2584.645
Brunei Darussalam,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",21849.857
Brunei Darussalam,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",970.299
Bulgaria,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",184642264.3
Bulgaria,Export,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",145277656.8
Myanmar,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",2506289.2
Burundi,Import,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",14095.5
Albania,Import,Cotton,65946623.05
Albania,Export,Cotton,776253.461
Andorra,Import,Cotton,76407.385
Angola,Import,Cotton,19801882.68
Angola,Export,Cotton,351045.331
Azerbaijan,Import,Cotton,7082837.55
Azerbaijan,Export,Cotton,213760349.6
Argentina,Import,Cotton,129919497
Argentina,Export,Cotton,178703132.7
Australia,Import,Cotton,78663795.16
Australia,Export,Cotton,3031258406
Austria,Import,Cotton,314355191.4
Austria,Export,Cotton,484269041.2
Bahrain,Import,Cotton,18760085.66
Bahrain,Export,Cotton,4522795.704
Armenia,Import,Cotton,24414795.69
Armenia,Export,Cotton,439964.6
Barbados,Import,Cotton,679160.5
Barbados,Export,Cotton,4125.5
Belgium,Import,Cotton,149890129.7
Belgium,Export,Cotton,166354476.2
Bermuda,Import,Cotton,272543.32
Bolivia (Plurinational State of),Import,Cotton,18853084
Bolivia (Plurinational State of),Export,Cotton,2076226.59
Bosnia Herzegovina,Import,Cotton,28816499.93
Bosnia Herzegovina,Export,Cotton,8676073.84
Botswana,Import,Cotton,13143369.71
Botswana,Export,Cotton,75614.271
Brazil,Import,Cotton,126047406
Brazil,Export,Cotton,3891800455
Belize,Import,Cotton,279455.565
Brunei Darussalam,Import,Cotton,2068668.741
Brunei Darussalam,Export,Cotton,5945.076
Bulgaria,Import,Cotton,144997200.2
Bulgaria,Export,Cotton,43642426.82
Myanmar,Import,Cotton,135191922.8
Myanmar,Export,Cotton,25082180.45
Burundi,Import,Cotton,8907388.16
Burundi,Export,Cotton,12154.164
Albania,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,3519428.52
Albania,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,49836.595
Andorra,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,20342.816
Angola,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,384987.233
Angola,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,8.051
Azerbaijan,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,6427292.91
Argentina,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,15520945.99
Argentina,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,125827.58
Australia,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,31871450.81
Australia,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1341633.961
Austria,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,13596783.84
Austria,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,9045232.815
Bahrain,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,833431.939
Bahrain,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,688.989
Armenia,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,363240.31
Armenia,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1930.15
Barbados,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,123853
Belgium,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,255694120.2
Belgium,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,511045976.3
Bermuda,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,14107.87
Bolivia (Plurinational State of),Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,716463
Bosnia Herzegovina,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,716149.05
Bosnia Herzegovina,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,69655.15
Botswana,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,218335.528
Brazil,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,39433563
Brazil,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,54031331
Belize,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,3758.24
Brunei Darussalam,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,31003.881
Bulgaria,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,17757355.48
Bulgaria,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,8596158.132
Myanmar,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,3017480.75
Myanmar,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,395014.23
Burundi,Import,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,2198.709
Burundi,Export,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,2261.962
Albania,Import,Man-made filaments; strip and the like of man-made textile materials,58016609.05
Albania,Export,Man-made filaments; strip and the like of man-made textile materials,246110.573
Andorra,Import,Man-made filaments; strip and the like of man-made textile materials,121929.325
Angola,Import,Man-made filaments; strip and the like of man-made textile materials,22069535.11
Angola,Export,Man-made filaments; strip and the like of man-made textile materials,183473.245
Azerbaijan,Import,Man-made filaments; strip and the like of man-made textile materials,46773032.74
Azerbaijan,Export,Man-made filaments; strip and the like of man-made textile materials,623402.52
Argentina,Import,Man-made filaments; strip and the like of man-made textile materials,371621992.3
Argentina,Export,Man-made filaments; strip and the like of man-made textile materials,36577818.67
Australia,Import,Man-made filaments; strip and the like of man-made textile materials,319351170.8
Australia,Export,Man-made filaments; strip and the like of man-made textile materials,17847057.14
Austria,Import,Man-made filaments; strip and the like of man-made textile materials,222097552.5
Austria,Export,Man-made filaments; strip and the like of man-made textile materials,123289489.9
Bahrain,Import,Man-made filaments; strip and the like of man-made textile materials,8074167.156
Bahrain,Export,Man-made filaments; strip and the like of man-made textile materials,1061147.284
Armenia,Import,Man-made filaments; strip and the like of man-made textile materials,34943788.27
Armenia,Export,Man-made filaments; strip and the like of man-made textile materials,463825.81
Barbados,Import,Man-made filaments; strip and the like of man-made textile materials,1302057.5
Belgium,Import,Man-made filaments; strip and the like of man-made textile materials,608490580
Belgium,Export,Man-made filaments; strip and the like of man-made textile materials,553511759.8
Bermuda,Import,Man-made filaments; strip and the like of man-made textile materials,103597.25
Bolivia (Plurinational State of),Import,Man-made filaments; strip and the like of man-made textile materials,21125441
Bolivia (Plurinational State of),Export,Man-made filaments; strip and the like of man-made textile materials,3237787.9
Bosnia Herzegovina,Import,Man-made filaments; strip and the like of man-made textile materials,64256879.18
Bosnia Herzegovina,Export,Man-made filaments; strip and the like of man-made textile materials,3187279.77
Botswana,Import,Man-made filaments; strip and the like of man-made textile materials,2383402.297
Botswana,Export,Man-made filaments; strip and the like of man-made textile materials,7176.404
Brazil,Import,Man-made filaments; strip and the like of man-made textile materials,1788197780
Brazil,Export,Man-made filaments; strip and the like of man-made textile materials,161370814
Belize,Import,Man-made filaments; strip and the like of man-made textile materials,553537.745
Brunei Darussalam,Import,Man-made filaments; strip and the like of man-made textile materials,4280487.766
Brunei Darussalam,Export,Man-made filaments; strip and the like of man-made textile materials,33606.567
Bulgaria,Import,Man-made filaments; strip and the like of man-made textile materials,169448504.9
Bulgaria,Export,Man-made filaments; strip and the like of man-made textile materials,92358571.48
Myanmar,Import,Man-made filaments; strip and the like of man-made textile materials,522314845.6
Myanmar,Export,Man-made filaments; strip and the like of man-made textile materials,1949451.66
Burundi,Import,Man-made filaments; strip and the like of man-made textile materials,239214.933
Burundi,Export,Man-made filaments; strip and the like of man-made textile materials,101.623
Albania,Import,Man-made staple fibres,45762028.57
Albania,Export,Man-made staple fibres,593444.89
Andorra,Import,Man-made staple fibres,738877.411
Andorra,Export,Man-made staple fibres,1864.897
Angola,Import,Man-made staple fibres,23315707.99
Angola,Export,Man-made staple fibres,25239.993
Azerbaijan,Import,Man-made staple fibres,20847862.08
Azerbaijan,Export,Man-made staple fibres,48686.27
Argentina,Import,Man-made staple fibres,312500654.2
Argentina,Export,Man-made staple fibres,7022645.57
Australia,Import,Man-made staple fibres,126671136.2
Australia,Export,Man-made staple fibres,9112325.621
Austria,Import,Man-made staple fibres,179988705.1
Austria,Export,Man-made staple fibres,1298932994
Bahrain,Import,Man-made staple fibres,10886024.78
Bahrain,Export,Man-made staple fibres,287757.153
Armenia,Import,Man-made staple fibres,29687083.82
Armenia,Export,Man-made staple fibres,7276689.42
Barbados,Import,Man-made staple fibres,1946337.5
Barbados,Export,Man-made staple fibres,2445.5
Belgium,Import,Man-made staple fibres,369415033.5
Belgium,Export,Man-made staple fibres,736692608.6
Bermuda,Import,Man-made staple fibres,130720.01
Bolivia (Plurinational State of),Import,Man-made staple fibres,47442019
Bolivia (Plurinational State of),Export,Man-made staple fibres,89767.07
Bosnia Herzegovina,Import,Man-made staple fibres,49301917.9
Bosnia Herzegovina,Export,Man-made staple fibres,14667069.01
Botswana,Import,Man-made staple fibres,3346424.859
Botswana,Export,Man-made staple fibres,17945.277
Brazil,Import,Man-made staple fibres,1154736169
Brazil,Export,Man-made staple fibres,45649967
Belize,Import,Man-made staple fibres,1049847.64
Brunei Darussalam,Import,Man-made staple fibres,2333111.475
Brunei Darussalam,Export,Man-made staple fibres,26179.921
Bulgaria,Import,Man-made staple fibres,230365851.4
Bulgaria,Export,Man-made staple fibres,151785984.7
Myanmar,Import,Man-made staple fibres,789305173
Myanmar,Export,Man-made staple fibres,5811861.54
Burundi,Import,Man-made staple fibres,3385764.414
Burundi,Export,Man-made staple fibres,513.144
Albania,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",33176654.09
Albania,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",3283751.095
Andorra,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1883464.524
Andorra,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",14103.198
Angola,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",55275455.19
Angola,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",63109.44
Azerbaijan,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",44950745.34
Azerbaijan,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",634951.87
Argentina,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",131428851.2
Argentina,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",44720709.83
Australia,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",316634025.8
Australia,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",44181956.17
Austria,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",319459107.5
Austria,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",260850450.8
Bahrain,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11990999.57
Bahrain,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1336847.629
Armenia,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",18383245.61
Armenia,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1704266.47
Barbados,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1328317
Barbados,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",17744
Belgium,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",560855786.8
Belgium,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",353079664.9
Bermuda,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",550722.78
Bermuda,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",3317.8
Bolivia (Plurinational State of),Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",13265380
Bolivia (Plurinational State of),Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",393785.37
Bosnia Herzegovina,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",52378957.17
Bosnia Herzegovina,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",2165269.43
Botswana,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",2563246.868
Botswana,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",22110.903
Brazil,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",397061334
Brazil,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",169034090
Belize,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1304933.85
Belize,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",707.795
Brunei Darussalam,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5103121.462
Brunei Darussalam,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",72573.984
Bulgaria,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",91514430.4
Bulgaria,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",108966870.9
Myanmar,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",212749116.5
Myanmar,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1203681.71
Burundi,Import,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1563754.622
Burundi,Export,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",3895.569
Albania,Import,Carpets and other textile floor coverings,9581191.25
Albania,Export,Carpets and other textile floor coverings,13630.435
Andorra,Import,Carpets and other textile floor coverings,738196.804
Andorra,Export,Carpets and other textile floor coverings,52039.6
Angola,Import,Carpets and other textile floor coverings,4809719.556
Angola,Export,Carpets and other textile floor coverings,153271.051
Azerbaijan,Import,Carpets and other textile floor coverings,18915500.03
Azerbaijan,Export,Carpets and other textile floor coverings,219360.17
Argentina,Import,Carpets and other textile floor coverings,19507686.44
Argentina,Export,Carpets and other textile floor coverings,1151268.75
Australia,Import,Carpets and other textile floor coverings,483063201.6
Australia,Export,Carpets and other textile floor coverings,29589073.72
Austria,Import,Carpets and other textile floor coverings,170643417.7
Austria,Export,Carpets and other textile floor coverings,114708209.2
Bahrain,Import,Carpets and other textile floor coverings,21724496.29
Bahrain,Export,Carpets and other textile floor coverings,766606.647
Armenia,Import,Carpets and other textile floor coverings,10255640.78
Armenia,Export,Carpets and other textile floor coverings,4685019.75
Barbados,Import,Carpets and other textile floor coverings,1935718
Barbados,Export,Carpets and other textile floor coverings,11385
Belgium,Import,Carpets and other textile floor coverings,172994878.7
Belgium,Export,Carpets and other textile floor coverings,1294960715
Bermuda,Import,Carpets and other textile floor coverings,2864842.01
Bolivia (Plurinational State of),Import,Carpets and other textile floor coverings,5738810
Bolivia (Plurinational State of),Export,Carpets and other textile floor coverings,37826.5
Bosnia Herzegovina,Import,Carpets and other textile floor coverings,23506741.28
Bosnia Herzegovina,Export,Carpets and other textile floor coverings,897232.08
Botswana,Import,Carpets and other textile floor coverings,2415226.01
Botswana,Export,Carpets and other textile floor coverings,10812.62
Brazil,Import,Carpets and other textile floor coverings,97087783
Brazil,Export,Carpets and other textile floor coverings,19522455
Belize,Import,Carpets and other textile floor coverings,561213.845
Brunei Darussalam,Import,Carpets and other textile floor coverings,2615830.348
Brunei Darussalam,Export,Carpets and other textile floor coverings,116757.629
Bulgaria,Import,Carpets and other textile floor coverings,60798820.02
Bulgaria,Export,Carpets and other textile floor coverings,46607455.82
Myanmar,Import,Carpets and other textile floor coverings,7575040.8
Myanmar,Export,Carpets and other textile floor coverings,16013
Burundi,Import,Carpets and other textile floor coverings,550500.764
Burundi,Export,Carpets and other textile floor coverings,1208.56
Albania,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",28770495.96
Albania,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",256507.72
Andorra,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",224370.758
Andorra,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",77763.941
Angola,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",4099342.846
Angola,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",43957.237
Azerbaijan,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",9731395.35
Azerbaijan,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",248105.23
Argentina,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",24609645.9
Argentina,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1241842.85
Australia,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",49605072.82
Australia,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5104158.562
Austria,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",61057368.63
Austria,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",100670049.5
Bahrain,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",3098846.48
Bahrain,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",99372.606
Armenia,Import,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",11566509.6
Armenia,Export,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",95343.4
